symbol,date,price
CADJPY,mar 2013,16690
CADJPY,apr 2013,18024
CADJPY,may 2013,18136
CADJPY,jun 2013,17367
CADJPY,jul 2013,17747
CADJPY,aug 2013,17184
CADJPY,sep 2013,18859
CADJPY,oct 2013,19265
CADJPY,nov 2013,20512
CADJPY,dec 2013,20141
CADJPY,jan 2014,20785
CADJPY,feb 2014,20574
CADJPY,mar 2014,21116
CADJPY,apr 2014,20912
CADJPY,may 2014,20912
CADJPY,jun 2014,20914
CADJPY,jul 2014,21088
CADJPY,aug 2014,21248
CADJPY,sep 2014,21591
CADJPY,oct 2014,21285
CADJPY,nov 2014,21385
