symbol,date,price
GBPCAD,mar 2013,12386
GBPCAD,apr 2013,11419
GBPCAD,may 2013,11419
GBPCAD,jun 2013,12314
GBPCAD,jul 2013,12829
GBPCAD,aug 2013,11489
GBPCAD,sep 2013,11499
GBPCAD,oct 2013,10190
GBPCAD,nov 2013,11363
GBPCAD,dec 2013,12641
GBPCAD,jan 2014,12918
GBPCAD,feb 2014,11565
GBPCAD,mar 2014,10939
GBPCAD,apr 2014,10184
GBPCAD,may 2014,9985
GBPCAD,jun 2014,9985
GBPCAD,jul 2014,9810
GBPCAD,aug 2014,10197
GBPCAD,sep 2014,12435
GBPCAD,oct 2014,12235
GBPCAD,nov 2014,12235
