symbol,date,price
EURAUD,mar 2013,21297
EURAUD,apr 2013,20496
EURAUD,may 2013,22746
EURAUD,jun 2013,24587
EURAUD,jul 2013,26569
EURAUD,aug 2013,24929
EURAUD,sep 2013,23804
EURAUD,oct 2013,23004
EURAUD,nov 2013,23891
EURAUD,dec 2013,26602
EURAUD,jan 2014,23605
EURAUD,feb 2014,23882
EURAUD,mar 2014,24081
EURAUD,apr 2014,24081
EURAUD,may 2014,24081
EURAUD,jun 2014,25873
EURAUD,jul 2014,25714
EURAUD,aug 2014,26888
EURAUD,sep 2014,29336
EURAUD,oct 2014,29283
EURAUD,nov 2014,25000
