symbol,date,price
EURTRY,mar 2013,21610
EURTRY,apr 2013,21347
EURTRY,may 2013,21082
EURTRY,jun 2013,23301
EURTRY,jul 2013,23301
EURTRY,aug 2013,24570
EURTRY,sep 2013,24050
EURTRY,oct 2013,24717
EURTRY,nov 2013,24195
EURTRY,dec 2013,24517
EURTRY,jan 2014,24837
EURTRY,feb 2014,24307
EURTRY,mar 2014,25261
EURTRY,apr 2014,25261
EURTRY,may 2014,10000
EURTRY,jun 2014,10250
EURTRY,jul 2014,10050
EURTRY,aug 2014,10150
EURTRY,sep 2014,10200
EURTRY,oct 2014,10299
EURTRY,nov 2014,10500
