symbol,date,price
USDTRY,mar 2013,12386
USDTRY,apr 2013,11419
USDTRY,may 2013,11419
USDTRY, 2013,10322
USDTRY,jul 2013,10564
USDTRY,aug 2013,11009
USDTRY,sep 2013,11031
USDTRY,oct 2013,10908
USDTRY,nov 2013,10337
USDTRY,dec 2013,10394
USDTRY,jan 2014,10901
USDTRY,feb 2014,12235
USDTRY,mar 2014,11965
USDTRY,apr 2014,11918
USDTRY,may 2014,11619
USDTRY,jun 2014,11789
USDTRY,aug 2014,12000
USDTRY,sep 2014,12200
USDTRY,oct 2014,12100
USDTRY,nov 2014,12300
