symbol,date,price
EURCAD,mar 2013,21610
EURCAD,apr 2013,21347
EURCAD,may 2013,21082
EURCAD,jun 2013,23301
EURCAD,jul 2013,23301
EURCAD,aug 2013,24570
EURCAD,sep 2013,24050
EURCAD,oct 2013,24717
EURCAD,nov 2013,24195
EURCAD,dec 2013,24517
EURCAD,jan 2014,24837
EURCAD,feb 2014,24307
EURCAD,mar 2014,25261
EURCAD,apr 2014,25261
EURCAD,may 2014,25894
EURCAD,jun 2014,25894
EURCAD,jul 2014,26275
EURCAD,aug 2014,26482
EURCAD,sep 2014,26671
EURCAD,oct 2014,25000
EURCAD,nov 2014,24000
